Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
"Dragon Quest VII: Warriors of Eden","PS",2000,"Role-Playing","Enix Corporation",0.200000,0.140000,4.100000,0.020000,4.470000
"Uncharted: The Nathan Drake Collection","PS4",2015,"Action","Sony Computer Entertainment",1.960000,1.690000,0.080000,0.740000,4.470000
"Call of Duty: Advanced Warfare","PS3",2014,"Shooter","Activision",1.540000,1.940000,0.190000,0.770000,4.450000
"God of War","PS2",2005,"Action","Sony Computer Entertainment",2.710000,1.290000,0.020000,0.430000,4.450000
"Nintendo Land","WiiU",2012,"Misc","Nintendo",2.550000,1.110000,0.460000,0.330000,4.440000
"Michael Jackson: The Experience","Wii",2010,"Misc","Ubisoft",2.670000,1.350000,0.010000,0.390000,4.420000
"Tony Hawks Pro Skater 3","PS2",2001,"Sports","Activision",2.660000,1.290000,0.010000,0.460000,4.410000
"Winning Eleven: Pro Evolution Soccer 2007","PS2",2006,"Sports","Konami Digital Entertainment",0.100000,2.390000,1.050000,0.860000,4.390000
"The Elder Scrolls IV: Oblivion","X360",2006,"Role-Playing","Take-Two Interactive",2.820000,1.050000,0.130000,0.400000,4.390000
"Zelda II: The Adventure of Link","NES",1987,"Adventure","Nintendo",2.190000,0.500000,1.610000,0.080000,4.380000
"Need for Speed: Most Wanted","PS2",2005,"Racing","Electronic Arts",2.030000,1.790000,0.080000,0.470000,4.370000
"Resistance: Fall of Man","PS3",2006,"Shooter","Sony Computer Entertainment",1.730000,1.730000,0.140000,0.750000,4.350000
"Sonic the Hedgehog","GEN",1991,"Platform","Sega",3.030000,0.910000,0.260000,0.130000,4.340000
"Kingdom Hearts II","PS2",2005,"Role-Playing","Square Enix",2.200000,0.580000,1.380000,0.170000,4.330000
"FIFA 14","X360",2013,"Sports","Electronic Arts",0.920000,2.930000,0.010000,0.460000,4.310000
"Call of Duty: Advanced Warfare","X360",2014,"Shooter","Activision",2.750000,1.180000,0.000000,0.370000,4.310000
"Asteroids","2600",1980,"Shooter","Atari",4.000000,0.260000,0.000000,0.050000,4.310000
"Fable II","X360",2008,"Role-Playing","Microsoft Game Studios",2.510000,1.270000,0.110000,0.410000,4.310000
"Halo 5: Guardians","XOne",2015,"Shooter","Microsoft Game Studios",2.640000,1.200000,0.030000,0.390000,4.260000
"Super Mario 3D World","WiiU",2013,"Platform","Nintendo",2.110000,1.110000,0.720000,0.300000,4.250000
"Batman: Arkham Asylum","PS3",2009,"Action","Eidos Interactive",2.230000,1.340000,0.070000,0.610000,4.250000
"Assassins Creed: Revelations","PS3",2011,"Action","Ubisoft",1.410000,2.020000,0.100000,0.720000,4.240000
"Namco Museum","GBA",2001,"Misc","Namco Bandai Games",3.000000,1.110000,0.050000,0.070000,4.240000
"Metal Gear Solid 3: Snake Eater","PS2",2004,"Action","Konami Digital Entertainment",1.460000,0.000000,0.830000,1.930000,4.230000
"Daxter","PSP",2006,"Platform","Sony Computer Entertainment",2.450000,1.020000,0.000000,0.750000,4.220000
"Warcraft II: Tides of Darkness","PC",1995,"Strategy","Activision",1.700000,2.270000,0.000000,0.230000,4.210000
"The Legend of Zelda: Ocarina of Time","3DS",2011,"Action","Nintendo",2.030000,1.270000,0.620000,0.300000,4.210000
"FIFA Soccer 06","PS2",2005,"Sports","Electronic Arts",0.780000,2.550000,0.040000,0.840000,4.210000
"EyeToy Play","PS2",2003,"Misc","Sony Computer Entertainment",0.880000,2.300000,0.200000,0.830000,4.200000
"Uncharted 4: A Thiefs End","PS4",2016,"Shooter","Sony Computer Entertainment",1.300000,2.070000,0.180000,0.650000,4.200000
"Gran Turismo 5 Prologue","PS3",2007,"Racing","Sony Computer Entertainment",1.280000,1.830000,0.570000,0.530000,4.200000
"Assassins Creed: Revelations","X360",2011,"Action","Ubisoft",2.250000,1.470000,0.040000,0.430000,4.190000
"Street Fighter IV","PS3",2009,"Fighting","Capcom",2.020000,1.060000,0.580000,0.530000,4.190000
"FIFA 12","X360",2011,"Sports","Electronic Arts",0.840000,2.790000,0.020000,0.530000,4.190000
"Teenage Mutant Ninja Turtles","NES",1989,"Action","Palcom",3.380000,0.440000,0.310000,0.040000,4.170000
"Excitebike","NES",1984,"Racing","Nintendo",2.040000,0.480000,1.570000,0.070000,4.160000
"Frogger","PS",1997,"Action","Hasbro Interactive",3.790000,0.270000,0.000000,0.110000,4.160000
"Madden NFL 2003","PS2",2002,"Sports","Electronic Arts",3.360000,0.210000,0.010000,0.560000,4.140000
"Watch Dogs","PS4",2014,"Action","Ubisoft",1.400000,1.860000,0.110000,0.770000,4.140000
"Half-Life","PC",1997,"Shooter","Vivendi Games",4.030000,0.000000,0.090000,0.000000,4.120000
"Super Mario World 2: Yoshis Island","SNES",1995,"Platform","Nintendo",1.650000,0.610000,1.760000,0.090000,4.120000
"FIFA Soccer 07","PS2",2006,"Sports","Electronic Arts",0.710000,2.480000,0.030000,0.890000,4.110000
"The Legend of Zelda: Skyward Sword","Wii",2011,"Action","Nintendo",2.140000,1.200000,0.370000,0.400000,4.100000
"Street Fighter II Turbo","SNES",1992,"Fighting","Capcom",1.420000,0.510000,2.100000,0.070000,4.100000
"Carnival Games","Wii",2007,"Misc","Take-Two Interactive",2.130000,1.500000,0.050000,0.420000,4.100000
"Fallout 4","XOne",2015,"Role-Playing","Bethesda Softworks",2.450000,1.260000,0.010000,0.370000,4.090000
"World of Warcraft: The Burning Crusade","PC",2007,"Role-Playing","Activision",2.570000,1.520000,0.000000,0.000000,4.090000
"Fallout: New Vegas","X360",2010,"Role-Playing","Bethesda Softworks",2.650000,1.060000,0.040000,0.330000,4.080000
"God of War II","PS2",2007,"Action","Sony Computer Entertainment",2.320000,0.040000,0.040000,1.670000,4.070000
"Forza Motorsport 2","X360",2007,"Racing","Microsoft Game Studios",2.350000,1.280000,0.030000,0.410000,4.060000
"World Soccer Winning Eleven 9","PS2",2005,"Sports","Konami Digital Entertainment",0.120000,2.260000,0.900000,0.770000,4.060000
"Namco Museum Vol.3","PS",1996,"Misc","Sony Computer Entertainment",2.280000,1.550000,0.160000,0.060000,4.050000
"Tekken Tag Tournament","PS2",2000,"Fighting","Namco Bandai Games",1.680000,1.510000,0.510000,0.350000,4.050000
"Far Cry 4","PS4",2014,"Shooter","Ubisoft",1.120000,2.120000,0.100000,0.690000,4.030000
"Star Fox 64","N64",1997,"Shooter","Nintendo",2.780000,0.580000,0.640000,0.040000,4.030000
"Minecraft","PS4",2014,"Misc","Sony Computer Entertainment Europe",1.380000,1.870000,0.120000,0.650000,4.020000
"Golf","NES",1984,"Sports","Nintendo",1.220000,0.280000,2.460000,0.040000,4.010000
"Fallout 3","PS3",2008,"Role-Playing","Bethesda Softworks",2.150000,1.200000,0.070000,0.590000,4.010000
"Professor Layton and the Diabolical Box","DS",2007,"Puzzle","Nintendo",0.920000,1.780000,0.920000,0.370000,4.000000
"Left 4 Dead 2","X360",2009,"Shooter","Electronic Arts",2.670000,0.890000,0.050000,0.370000,3.990000
"Namco Museum: 50th Anniversary","PS2",2005,"Misc","Namco Bandai Games",2.080000,1.350000,0.000000,0.540000,3.980000
"EA Sports Active","Wii",2009,"Sports","Electronic Arts",2.100000,1.360000,0.060000,0.400000,3.920000
"Assassins Creed: Unity","PS4",2014,"Action","Ubisoft",1.180000,1.960000,0.080000,0.700000,3.920000
"Donkey Kong Land","GB",1994,"Platform","Nintendo",1.970000,0.760000,1.070000,0.110000,3.910000
"Tony Hawks Underground","PS2",2003,"Sports","Activision",2.290000,1.170000,0.010000,0.420000,3.900000
"Assassins Creed IV: Black Flag","PS3",2013,"Action","Ubisoft",1.330000,1.710000,0.130000,0.730000,3.890000
"Monster Hunter 4 Ultimate","3DS",2014,"Role-Playing","Nintendo",0.670000,0.490000,2.620000,0.110000,3.890000
"MotorStorm","PS3",2006,"Racing","Sony Computer Entertainment",1.530000,1.610000,0.060000,0.670000,3.880000
"The Elder Scrolls V: Skyrim","PC",2011,"Role-Playing","Bethesda Softworks",1.150000,2.090000,0.000000,0.640000,3.880000
"Tekken 5","PS2",2005,"Fighting","Namco Bandai Games",0.930000,1.940000,0.310000,0.700000,3.870000
"Dragon Warrior III","NES",1988,"Role-Playing","Enix Corporation",0.100000,0.000000,3.770000,0.000000,3.870000
"Sports Champions","PS3",2010,"Sports","Sony Computer Entertainment",2.120000,1.140000,0.100000,0.510000,3.870000
"NBA 2K16","PS4",2015,"Sports","Take-Two Interactive",2.480000,0.650000,0.030000,0.690000,3.850000
"World Soccer Winning Eleven 8 International","PS2",2004,"Sports","Konami Digital Entertainment",0.160000,1.890000,1.120000,0.680000,3.850000
"Flash Focus: Vision Training in Minutes a Day","DS",2007,"Misc","Nintendo",0.870000,1.570000,1.050000,0.350000,3.840000
"Namco Museum Vol.1","PS",1995,"Misc","Sony Computer Entertainment",2.120000,1.440000,0.220000,0.060000,3.840000
"The Legend of Zelda: Links Awakening","GB",1992,"Action","Nintendo",2.210000,0.960000,0.540000,0.130000,3.830000
"Mario & Luigi: Bowsers Inside Story","DS",2009,"Role-Playing","Nintendo",2.260000,0.480000,0.810000,0.270000,3.830000
"Big Brain Academy: Wii Degree","Wii",2007,"Misc","Nintendo",1.060000,1.930000,0.410000,0.430000,3.820000
"Nintendogs + cats","3DS",2011,"Simulation","Nintendo",1.440000,1.370000,0.730000,0.270000,3.810000
"Batman: Arkham Knight","PS4",2015,"Action","Warner Bros. Interactive Entertainment",1.490000,1.580000,0.100000,0.610000,3.790000
"Mario & Sonic at the London 2012 Olympic Games","Wii",2011,"Sports","Sega",1.140000,1.910000,0.270000,0.460000,3.780000
"LEGO Indiana Jones: The Original Adventures","X360",2008,"Action","Activision",2.400000,1.030000,0.000000,0.360000,3.780000
"Resident Evil Directors Cut","PS",1996,"Action","Virgin Interactive",1.820000,1.240000,0.470000,0.250000,3.770000
"Ratchet & Clank: Size Matters","PSP",2007,"Platform","Sony Computer Entertainment",1.400000,1.400000,0.100000,0.870000,3.770000
"Just Dance 2014","Wii",2013,"Misc","Ubisoft",1.980000,1.470000,0.000000,0.320000,3.760000
"The Sims: Unleashed","PC",2002,"Simulation","Electronic Arts",2.030000,1.560000,0.000000,0.170000,3.760000
"Super Paper Mario","Wii",2007,"Platform","Nintendo",1.980000,0.880000,0.590000,0.320000,3.760000
"Harry Potter and the Sorcerers Stone","PS",2001,"Action","Electronic Arts",1.370000,2.000000,0.140000,0.220000,3.730000
"The Witcher 3: Wild Hunt","PS4",2015,"Role-Playing","Namco Bandai Games",0.960000,2.000000,0.210000,0.560000,3.730000
"Resident Evil 3: Nemesis","PS",1999,"Action","Eidos Interactive",1.300000,0.770000,1.540000,0.110000,3.720000
"Spyro: Year of the Dragon","PS",2000,"Platform","Sony Computer Entertainment",1.930000,1.580000,0.000000,0.190000,3.710000
"FIFA Soccer 2005","PS2",2004,"Sports","Electronic Arts",0.580000,2.480000,0.040000,0.590000,3.700000
"Pokémon Trading Card Game","GB",1998,"Strategy","Nintendo",1.490000,0.730000,1.380000,0.100000,3.700000
"Battlefield 4","PS3",2013,"Shooter","Electronic Arts",1.300000,1.510000,0.270000,0.610000,3.690000
"MySims","DS",2007,"Simulation","Electronic Arts",1.590000,1.610000,0.080000,0.410000,3.690000
"Friend Collection","DS",2009,"Misc","Nintendo",0.000000,0.000000,3.670000,0.000000,3.670000
"Tony Hawks Pro Skater 4","PS2",2002,"Sports","Activision",2.130000,1.180000,0.010000,0.350000,3.670000
"Midnight Club 3: DUB Edition","PSP",2005,"Racing","Take-Two Interactive",1.650000,1.220000,0.000000,0.790000,3.660000
"Banjo-Kazooie","N64",1998,"Platform","Nintendo",1.870000,1.130000,0.550000,0.100000,3.650000
"SOCOM: U.S. Navy SEALs","PS2",2002,"Shooter","Sony Computer Entertainment",2.530000,0.810000,0.060000,0.240000,3.650000
"Guitar Hero: World Tour","Wii",2008,"Misc","Activision",2.330000,0.970000,0.000000,0.350000,3.650000
"Gran Turismo 6","PS3",2013,"Racing","Sony Computer Entertainment",0.710000,1.800000,0.400000,0.740000,3.640000
"Jak and Daxter: The Precursor Legacy","PS2",2001,"Platform","Sony Computer Entertainment",2.080000,1.090000,0.150000,0.330000,3.640000
"Pokemon Snap","N64",1999,"Simulation","Nintendo",2.230000,0.680000,0.660000,0.060000,3.630000
"FIFA Soccer 10","PS3",2009,"Sports","Electronic Arts",0.600000,2.460000,0.050000,0.520000,3.630000
"Pro Evolution Soccer 2008","PS2",2007,"Sports","Konami Digital Entertainment",0.050000,0.000000,0.640000,2.930000,3.630000
"Call of Duty: Ghosts","PS4",2013,"Shooter","Activision",1.780000,1.420000,0.050000,0.380000,3.630000
"Resident Evil 4","PS2",2005,"Action","Capcom",2.080000,0.830000,0.460000,0.250000,3.620000
"Tom Clancys The Division","PS4",2016,"Shooter","Ubisoft",1.280000,1.610000,0.150000,0.570000,3.610000
"Star Wars: Battlefront","PS2",2004,"Shooter","LucasArts",1.930000,1.220000,0.030000,0.440000,3.610000
"Doom II: Hell on Earth","PC",1994,"Shooter","Virgin Interactive",2.050000,1.400000,0.000000,0.160000,3.610000
"The Simpsons: Road Rage","PS2",2001,"Racing","Electronic Arts",2.020000,1.170000,0.000000,0.420000,3.610000
"Cooking Mama 2: Dinner With Friends","DS",2007,"Simulation","505 Games",1.610000,1.500000,0.100000,0.390000,3.610000
"Luigis Mansion","GC",2001,"Action","Nintendo",2.380000,0.670000,0.460000,0.100000,3.600000
"Star Wars: Battlefront II","PS2",2005,"Shooter","LucasArts",2.180000,1.020000,0.030000,0.370000,3.590000
"WWF SmackDown!","PS",2000,"Fighting","THQ",2.010000,1.350000,0.060000,0.160000,3.580000
"Croc: Legend of the Gobbos","PS",1997,"Platform","Fox Interactive",1.570000,1.790000,0.000000,0.200000,3.560000
"Grand Theft Auto: Liberty City Stories","PS2",2006,"Action","Take-Two Interactive",1.560000,1.400000,0.070000,0.500000,3.540000
"The Getaway","PS2",2002,"Action","Sony Computer Entertainment",1.230000,1.770000,0.050000,0.490000,3.540000
"Tomb Raider III: Adventures of Lara Croft","PS",1997,"Action","Eidos Interactive",1.660000,1.580000,0.120000,0.180000,3.540000
"James Bond 007: Agent Under Fire","PS2",2001,"Shooter","Electronic Arts",1.900000,1.130000,0.100000,0.410000,3.530000
"LEGO Star Wars: The Video Game","PS2",2005,"Action","Eidos Interactive",1.980000,1.140000,0.010000,0.410000,3.530000
"Battlefield 4","X360",2013,"Shooter","Electronic Arts",2.140000,1.080000,0.020000,0.290000,3.530000
"FIFA Soccer 11","X360",2010,"Sports","Electronic Arts",0.710000,2.400000,0.020000,0.400000,3.530000
"Rugrats in Paris: The Movie","PS",2000,"Action","THQ",1.960000,1.330000,0.000000,0.230000,3.520000
"Spyro 2: Riptos Rage!","PS",1999,"Platform","Sony Computer Entertainment",2.140000,1.210000,0.010000,0.170000,3.520000
"Left 4 Dead","X360",2008,"Shooter","Electronic Arts",2.660000,0.500000,0.050000,0.300000,3.520000
"Mario & Sonic at the Olympic Winter Games","DS",2009,"Sports","Sega",1.220000,1.660000,0.270000,0.380000,3.520000
"Resident Evil 5","X360",2009,"Action","Capcom",2.110000,0.940000,0.120000,0.340000,3.510000
"Donkey Kong Country 3: Dixie Kongs Double Trouble!","SNES",1996,"Platform","Nintendo",1.170000,0.500000,1.750000,0.080000,3.510000
"Assassins Creed: Brotherhood","X360",2010,"Action","Ubisoft",2.840000,0.390000,0.030000,0.240000,3.500000
"Kung Fu","NES",1985,"Action","Nintendo",1.640000,0.380000,1.420000,0.060000,3.500000
"Batman: Arkham Asylum","X360",2009,"Action","Eidos Interactive",2.200000,0.970000,0.020000,0.310000,3.500000
"Clubhouse Games","DS",2006,"Misc","Nintendo",0.590000,1.830000,0.730000,0.350000,3.500000
"Star Wars Battlefront (2015)","XOne",2015,"Shooter","Electronic Arts",1.940000,1.220000,0.020000,0.310000,3.490000
"Battlefield: Bad Company 2","X360",2010,"Shooter","Electronic Arts",2.090000,1.020000,0.040000,0.320000,3.480000
"Guitar Hero: On Tour","DS",2008,"Misc","Activision",2.110000,1.010000,0.010000,0.350000,3.480000
"Assassins Creed: Unity","XOne",2014,"Action","Ubisoft",2.260000,0.890000,0.000000,0.300000,3.460000
"Far Cry 3","PS3",2012,"Shooter","Ubisoft",0.880000,1.750000,0.100000,0.720000,3.450000
"Monster Hunter 4","3DS",2013,"Role-Playing","Capcom",0.000000,0.000000,3.440000,0.000000,3.440000
"Borderlands","X360",2009,"Shooter","Take-Two Interactive",2.390000,0.730000,0.030000,0.290000,3.440000
"Tekken 4","PS2",2002,"Fighting","Namco Bandai Games",1.550000,1.270000,0.330000,0.290000,3.440000
"Battlefield 4","PS4",2013,"Shooter","Electronic Arts",1.340000,1.540000,0.170000,0.380000,3.430000
"LittleBigPlanet 2","PS3",2011,"Platform","Sony Computer Entertainment",1.820000,1.070000,0.060000,0.470000,3.420000
"Grand Theft Auto 2","PS",1998,"Action","Take-Two Interactive",1.130000,2.070000,0.000000,0.220000,3.420000
"Final Fantasy III","SNES",1994,"Role-Playing","SquareSoft",0.860000,0.000000,2.550000,0.020000,3.420000
"Spider-Man 2","PS2",2004,"Action","Activision",1.750000,1.200000,0.020000,0.430000,3.410000
"F-1 Race","GB",1990,"Racing","Nintendo",1.730000,0.690000,0.590000,0.400000,3.410000
"FIFA Soccer 2003","PS2",2002,"Sports","Electronic Arts",0.460000,2.280000,0.050000,0.610000,3.400000
"Crash Bash","PS",2000,"Misc","Sony Computer Entertainment",1.560000,1.470000,0.190000,0.170000,3.390000
"LEGO Batman: The Videogame","X360",2008,"Action","Warner Bros. Interactive Entertainment",2.030000,1.030000,0.000000,0.320000,3.380000
"Metal Gear Solid V: The Phantom Pain","PS4",2015,"Action","Konami Digital Entertainment",1.080000,1.350000,0.480000,0.470000,3.380000
"The Legend of Zelda: Spirit Tracks","DS",2009,"Action","Nintendo",1.430000,0.940000,0.740000,0.270000,3.380000
"WWF War Zone","PS",1998,"Fighting","Acclaim Entertainment",2.470000,0.760000,0.000000,0.130000,3.360000
"The Legend of Zelda: Majoras Mask","N64",2000,"Action","Nintendo",1.900000,0.670000,0.730000,0.060000,3.360000
"Professor Layton and the Unwound Future","DS",2008,"Puzzle","Nintendo",0.650000,1.610000,0.820000,0.280000,3.360000
"Rugrats: Search For Reptar","PS",1998,"Adventure","THQ",1.630000,1.530000,0.000000,0.180000,3.340000
"Assassins Creed IV: Black Flag","X360",2013,"Action","Ubisoft",1.900000,1.140000,0.010000,0.290000,3.340000
"English Training: Have Fun Improving Your Skills!","DS",2006,"Misc","Nintendo",0.000000,0.990000,2.320000,0.020000,3.330000
"James Bond 007: Nightfire","PS2",2002,"Shooter","Electronic Arts",1.450000,1.290000,0.120000,0.460000,3.330000
"Ratchet & Clank","PS2",2002,"Platform","Sony Computer Entertainment",1.440000,1.010000,0.570000,0.300000,3.330000
"Mario Party 9","Wii",2012,"Misc","Nintendo",1.150000,1.170000,0.760000,0.240000,3.320000
"Star Wars Episode III: Revenge of the Sith","PS2",2005,"Action","LucasArts",1.470000,1.390000,0.030000,0.430000,3.320000
"Max Payne","PS2",2001,"Shooter","Take-Two Interactive",1.990000,1.050000,0.050000,0.220000,3.310000
"The Lord of the Rings: The Return of the King","PS2",2003,"Action","Electronic Arts",1.500000,1.280000,0.050000,0.460000,3.280000
"Assassins Creed Syndicate","PS4",2015,"Action","Ubisoft",0.800000,1.920000,0.060000,0.500000,3.280000
"Destiny","XOne",2014,"Shooter","Activision",2.130000,0.920000,0.000000,0.230000,3.280000
"True Crime: Streets of LA","PS2",2003,"Action","Activision",1.890000,1.050000,0.020000,0.310000,3.270000
"Wii Music","Wii",2008,"Misc","Nintendo",1.360000,1.130000,0.460000,0.320000,3.270000
"Gran Turismo (PSP)","PSP",2009,"Racing","Sony Computer Entertainment",0.500000,1.590000,0.310000,0.870000,3.270000
"Monster Hunter X","3DS",2015,"Action","Capcom",0.250000,0.190000,2.780000,0.040000,3.260000
"Tekken","PS",1995,"Fighting","Sony Computer Entertainment",0.950000,1.300000,0.770000,0.220000,3.240000
"FIFA 16","XOne",2015,"Sports","Electronic Arts",0.880000,2.110000,0.000000,0.230000,3.230000
"L.A. Noire","PS3",2011,"Adventure","Take-Two Interactive",1.270000,1.330000,0.120000,0.510000,3.230000
"Madden NFL 16","PS4",2015,"Sports","Electronic Arts",2.330000,0.300000,0.000000,0.590000,3.220000
"Yokai Watch 2 Ganso/Honke","3DS",2014,"Role-Playing","Nintendo",0.030000,0.000000,3.180000,0.000000,3.220000
"007: Tomorrow Never Dies","PS",1999,"Shooter","Electronic Arts",1.720000,1.330000,0.000000,0.160000,3.210000
"Baseball","NES",1983,"Sports","Nintendo",0.730000,0.100000,2.350000,0.020000,3.200000
